f1_name,f2_name,f1_str,f2_str,f1_tds,f2_tds,f1_subs,f2_subs,f1_pass,f2_pass,weight_class,method,finisher,round_num,time,event_name,event_date
"
              Russell Doane
            ","
              Kwan Ho Kwak
            ",17,10,0,1,0,0,0,0,"
        Bantamweight","
        
        

        KO/TKO

      ","
        Punches
      ","

        1
      ","

        
        4:09
      ","
              UFC Fight Night: Holm vs. Correia
            ","
      ,
      June 17, 2017
    "
"
              Naoki Inoue
            ","
              Carls John De Tomas
            ",62,30,0,2,5,0,5,1,"
        Flyweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Holm vs. Correia
            ","
      ,
      June 17, 2017
    "
"
              Lucie Pudilova
            ","
              Ji Yeon Kim
            ",53,60,0,0,2,0,1,0,"
        Women's Bantamweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Holm vs. Correia
            ","
      ,
      June 17, 2017
    "
"
              Kevin Lee
            ","
              Michael Chiesa
            ",22,4,1,0,1,0,1,0,"
        Lightweight","
        
        

        SUB

      ","
        Rear Naked Choke
      ","

        1
      ","

        
        4:37
      ","
              UFC Fight Night: Chiesa vs. Lee
            ","
      ,
      June 25, 2017
    "
"
              Tim Boetsch
            ","
              Johny Hendricks
            ",41,10,0,0,0,0,0,0,"
        Middleweight","
        
        

        KO/TKO

      ","
        Punches
      ","

        2
      ","

        
        0:46
      ","
              UFC Fight Night: Chiesa vs. Lee
            ","
      ,
      June 25, 2017
    "
"
              Felice Herrig
            ","
              Justine Kish
            ",47,40,2,0,1,0,15,2,"
        Women's Strawweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Chiesa vs. Lee
            ","
      ,
      June 25, 2017
    "
"
              Dominick Reyes
            ","
              Joachim Christensen
            ",13,1,0,0,0,0,0,0,"
        Light Heavyweight","
        
        

        KO/TKO

      ","
        Punches
      ","

        1
      ","

        
        0:29
      ","
              UFC Fight Night: Chiesa vs. Lee
            ","
      ,
      June 25, 2017
    "
"
              Tim Means
            ","
              Alex Garcia
            ",64,32,0,0,0,0,0,0,"
        Welterweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Chiesa vs. Lee
            ","
      ,
      June 25, 2017
    "
"
              Dennis Siver
            ","
              BJ Penn
            ",103,57,0,0,0,0,0,1,"
        Featherweight","
        
        

        M-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Chiesa vs. Lee
            ","
      ,
      June 25, 2017
    "
"
              Clay Guida
            ","
              Erik Koch
            ",38,13,2,0,0,0,4,0,"
        Lightweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Chiesa vs. Lee
            ","
      ,
      June 25, 2017
    "
"
              Marvin Vettori
            ","
              Vitor Miranda
            ",69,51,3,0,0,0,3,0,"
        Middleweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Chiesa vs. Lee
            ","
      ,
      June 25, 2017
    "
"
              Carla Esparza
            ","
              Maryna Moroz
            ",40,38,6,0,0,1,0,0,"
        Women's Strawweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Chiesa vs. Lee
            ","
      ,
      June 25, 2017
    "
"
              Darrell Horcher
            ","
              Devin Powell
            ",37,43,0,0,2,2,3,1,"
        Lightweight","
        
        

        S-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Chiesa vs. Lee
            ","
      ,
      June 25, 2017
    "
"
              Jared Gordon
            ","
              Michel Quinones
            ",67,16,4,0,0,0,5,0,"
        Featherweight","
        
        

        KO/TKO

      ","
        Punches
      ","

        2
      ","

        
        4:24
      ","
              UFC Fight Night: Chiesa vs. Lee
            ","
      ,
      June 25, 2017
    "
"
              Anthony Rocco Martin
            ","
              Johnny Case
            ",82,92,1,0,1,0,0,0,"
        Lightweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              UFC Fight Night: Chiesa vs. Lee
            ","
      ,
      June 25, 2017
    "
"
              Jeremy Kimball
            ","
              Josh Stansbury
            ",17,4,0,0,0,0,0,0,"
        Light Heavyweight","
        
        

        KO/TKO

      ","
        Punches
      ","

        1
      ","

        
        1:21
      ","
              UFC Fight Night: Chiesa vs. Lee
            ","
      ,
      June 25, 2017
    "
"
              Justin Gaethje
            ","
              Michael Johnson
            ",104,91,0,1,0,0,0,0,"
        Lightweight","
        
        

        KO/TKO

      ","
        Knees
      ","

        2
      ","

        
        4:48
      ","
              The Ultimate Fighter 25 Finale
            ","
      ,
      July 07, 2017
    "
"
              Jesse Taylor
            ","
              Dhiego Lima
            ",21,4,2,0,2,0,5,0,"
        Welterweight","
        
        

        SUB

      ","
        Rear Naked Choke
      ","

        2
      ","

        
        0:43
      ","
              The Ultimate Fighter 25 Finale
            ","
      ,
      July 07, 2017
    "
"
              Drakkar Klose
            ","
              Marc Diakiese
            ",39,34,3,2,0,0,1,1,"
        Lightweight","
        
        

        S-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              The Ultimate Fighter 25 Finale
            ","
      ,
      July 07, 2017
    "
"
              Jared Cannonier
            ","
              Nick Roehrick
            ",84,28,1,0,0,0,1,0,"
        Light Heavyweight","
        
        

        KO/TKO

      ","
        Elbows
      ","

        3
      ","

        
        2:08
      ","
              The Ultimate Fighter 25 Finale
            ","
      ,
      July 07, 2017
    "
"
              Brad Tavares
            ","
              Elias Theodorou
            ",31,34,1,3,0,0,2,0,"
        Middleweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              The Ultimate Fighter 25 Finale
            ","
      ,
      July 07, 2017
    "
"
              Jordan Johnson
            ","
              Marcel Fortuna
            ",42,53,2,0,0,0,0,0,"
        Light Heavyweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              The Ultimate Fighter 25 Finale
            ","
      ,
      July 07, 2017
    "
"
              Angela Hill
            ","
              Ashley Yoder
            ",47,26,1,3,0,0,0,1,"
        Women's Strawweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              The Ultimate Fighter 25 Finale
            ","
      ,
      July 07, 2017
    "
"
              James Krause
            ","
              Tom Gallicchio
            ",106,53,0,1,0,0,0,1,"
        Welterweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              The Ultimate Fighter 25 Finale
            ","
      ,
      July 07, 2017
    "
"
              CB Dollaway
            ","
              Ed Herman
            ",54,24,6,1,1,3,5,3,"
        Light Heavyweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              The Ultimate Fighter 25 Finale
            ","
      ,
      July 07, 2017
    "
"
              Tecia Torres
            ","
              Juliana Lima
            ",15,6,0,1,1,0,1,0,"
        Women's Strawweight","
        
        

        SUB

      ","
        Rear Naked Choke
      ","

        2
      ","

        
        0:53
      ","
              The Ultimate Fighter 25 Finale
            ","
      ,
      July 07, 2017
    "
"
              Gray Maynard
            ","
              Teruto Ishihara
            ",16,8,11,0,2,0,6,0,"
        Featherweight","
        
        

        U-DEC

      ","
        
      ","

        3
      ","

        
        5:00
      ","
              The Ultimate Fighter 25 Finale
            ","
      ,
      July 07, 2017
    "
"
              Robert Whittaker
            ","
              Yoel Romero
            ",74,48,0,4,0,0,1,0,"
        Middleweight","
        
        

        U-DEC

      ","
        
      ","

        5
      ","

        
        5:00
      ","
              UFC 213: Romero vs. Whittaker
            ","
      ,
      July 08, 2017
    "
